"district_code","district_name","municipality","pop_density","pop","land_ha","water_ha","tot_ha","av_inc_rec","num_inc_rec","house_stock","av_house_val","year"
"WK036376","Slotermeer-Noordoost","Amsterdam",9599,9215,96,5,102,27.7,6900,4145,265,2021
"WK036377","Slotermeer-Zuidwest","Amsterdam",7909,17795,225,56,281,27.8,13600,8038,263,2021
"WK036378","Geuzenveld","Amsterdam",12383,16345,132,9,141,27.6,11700,6276,305,2021
"WK036379","Eendracht","Amsterdam",1116,2445,219,23,242,33.3,1900,933,389,2021
"WK036380","Lutkemeer/Ookmeer","Amsterdam",223,1190,533,36,569,37.6,700,309,622,2021
"WK036381","Osdorp-Oost","Amsterdam",10854,17150,158,19,177,30.5,13500,8356,280,2021
"WK036382","Osdorp-Midden","Amsterdam",14933,15380,103,8,112,30.8,11300,6495,293,2021
"WK036383","De Punt","Amsterdam",10283,6170,60,0,60,28.1,4400,2637,254,2021
"WK036384","Middelveldsche Akerpolder","Amsterdam",9463,14290,151,14,164,38.8,11100,5393,425,2021
"WK036385","Slotervaart Noord","Amsterdam",7286,8090,111,44,155,32.8,6100,3432,358,2021
"WK036386","Overtoomse Veld","Amsterdam",9887,14335,145,9,154,35.1,10700,6058,332,2021
"WK036387","Westlandgracht","Amsterdam",8084,11395,141,8,150,42.5,9200,6899,305,2021
"WK036388","Sloter-/Riekerpolder","Amsterdam",3029,14145,467,127,594,41.3,11300,5742,428,2021
"WK036389","Slotervaart Zuid","Amsterdam",8585,10730,125,6,131,30.5,8100,5059,322,2021
"WK036390","Buitenveldert-West","Amsterdam",4759,13565,285,71,355,51.5,10700,7563,460,2021
"WK036391","Buitenveldert-Oost","Amsterdam",5206,7965,153,17,170,45.9,6100,4553,422,2021
"WK036392","Amstel III/Bullewijk","Amsterdam",326,1625,498,29,527,23.5,1300,396,121,2021
"WK036393","Bijlmer Centrum (D,F,H)","Amsterdam",8106,24565,303,13,316,26.4,19000,12770,202,2021
"WK036394","Bijlmer Oost (E,G,K)","Amsterdam",8066,29840,370,37,408,28.9,23500,13145,265,2021
"WK036395","Nellestein","Amsterdam",1400,3065,219,76,295,35.5,2600,1675,249,2021
"WK036396","Holendrecht/Reigersbos","Amsterdam",6968,18120,260,12,271,27.4,14300,8334,254,2021
"WK036397","Gein","Amsterdam",6139,11235,183,9,192,31,9000,5141,260,2021
"WK036398","Driemond","Amsterdam",930,1630,175,27,202,37.6,1300,678,373,2021
"WK051801","Wijk 01 Oostduinen","'s-Gravenhage",NA,0,308,10,318,NA,0,0,NA,2021
"WK051802","Wijk 02 Belgisch Park","'s-Gravenhage",7790,8260,106,0,106,48.4,6100,4142,424,2021
"WK051803","Wijk 03 Westbroekpark en Duttendel","'s-Gravenhage",1247,2145,172,8,179,72.7,1500,1229,630,2021
"WK051804","Wijk 04 Benoordenhout","'s-Gravenhage",5426,14540,268,6,274,68.3,10400,7804,533,2021
"WK051805","Wijk 05 Archipelbuurt","'s-Gravenhage",6972,6065,87,0,87,70.3,4700,3711,564,2021
"WK051806","Wijk 06 Van Stolkpark en Scheveningse Bosjes","'s-Gravenhage",726,780,108,3,111,75.4,500,518,679,2021
"WK051807","Wijk 07 Scheveningen","'s-Gravenhage",7987,18370,230,0,230,39.6,14300,10547,315,2021
"WK051808","Wijk 08 Duindorp","'s-Gravenhage",6362,5790,91,0,91,31.7,4500,2838,257,2021
"WK051809","Wijk 09 Geuzen- en Statenkwartier","'s-Gravenhage",10691,14215,133,2,135,56.9,10200,7432,481,2021
"WK051810","Wijk 10 Zorgvliet","'s-Gravenhage",777,665,86,1,88,73.5,500,420,779,2021
"WK051811","Wijk 11 Duinoord","'s-Gravenhage",13089,8505,65,3,68,56.7,6500,4549,428,2021
"WK051812","Wijk 12 Bomen- en Bloemenbuurt","'s-Gravenhage",10482,14780,141,2,142,42.1,11600,7754,331,2021
"WK051813","Wijk 13 Vogelwijk","'s-Gravenhage",1984,5375,271,0,271,64,3900,2120,737,2021
"WK051814","Wijk 14 Bohemen en Meer en Bos","'s-Gravenhage",3938,4845,123,4,127,41.6,4100,3113,299,2021
"WK051815","Wijk 15 Kijkduin en Ockenburgh","'s-Gravenhage",567,2650,467,10,476,52.3,2100,1408,521,2021
"WK051816","Wijk 16 Kraayenstein en Vroondaal","'s-Gravenhage",2405,7265,302,34,336,48,5100,3127,384,2021
"WK051817","Wijk 17 Loosduinen","'s-Gravenhage",6638,17925,270,4,274,32.2,14100,8800,239,2021
"WK051818","Wijk 18 Waldeck","'s-Gravenhage",9673,17505,181,4,185,32.4,14100,10025,234,2021
"WK051819","Wijk 19 Vruchtenbuurt","'s-Gravenhage",9430,9805,104,0,104,43,7600,4577,349,2021
"WK051820","Wijk 20 Valkenboskwartier","'s-Gravenhage",17322,18360,106,1,107,34.2,14600,9704,244,2021
"WK051821","Wijk 21 Regentessekwartier","'s-Gravenhage",15330,13950,91,3,94,38,11100,7498,266,2021
"WK051822","Wijk 22 Zeeheldenkwartier","'s-Gravenhage",15307,12400,81,0,81,42.8,9300,6592,321,2021
"WK051823","Wijk 23 Willemspark","'s-Gravenhage",4918,1620,33,1,35,73.1,1200,1178,471,2021
"WK051824","Wijk 24 Haagse Bos","'s-Gravenhage",408,480,117,11,128,49.5,300,433,221,2021
"WK051825","Wijk 25 Mariahoeve en Marlot","'s-Gravenhage",5062,15390,304,5,309,36,11900,8853,229,2021
"WK051826","Wijk 26 Bezuidenhout","'s-Gravenhage",9196,17750,193,0,193,45.4,13900,10011,309,2021
"WK051827","Wijk 27 Stationsbuurt","'s-Gravenhage",13610,12385,91,3,94,29.3,9500,7157,194,2021
"WK051828","Wijk 28 Centrum","'s-Gravenhage",10256,20305,198,7,205,38.5,16400,12949,282,2021
"WK051829","Wijk 29 Schildersbuurt","'s-Gravenhage",21385,31220,146,1,146,22.5,23200,12617,185,2021
"WK051830","Wijk 30 Transvaalkwartier","'s-Gravenhage",19926,16340,82,0,82,24.2,11900,6170,185,2021
"WK051831","Wijk 31 Rustenburg en Oostbroek","'s-Gravenhage",20190,18980,94,1,95,28.5,14400,8490,184,2021
"WK051832","Wijk 32 Leyenburg","'s-Gravenhage",12457,16070,129,6,135,32,13000,8362,205,2021
"WK051833","Wijk 33 Bouwlust en Vrederust","'s-Gravenhage",6999,29190,417,11,428,27,21600,12828,190,2021
"WK051834","Wijk 34 Morgenstond","'s-Gravenhage",12064,20265,168,1,169,28,15500,9988,177,2021
"WK051835","Wijk 35 Zuiderpark","'s-Gravenhage",167,165,98,10,108,23.5,200,101,151,2021
"WK051836","Wijk 36 Moerwijk","'s-Gravenhage",11796,20995,178,2,180,24.9,15400,10688,160,2021
"WK051837","Wijk 37 Groente- en Fruitmarkt","'s-Gravenhage",11740,5285,45,5,50,25.8,3800,1705,208,2021
"WK051838","Wijk 38 Laakkwartier en Spoorwijk","'s-Gravenhage",16240,43525,268,13,281,26.2,33100,20510,178,2021
"WK051839","Wijk 39 Binckhorst","'s-Gravenhage",2043,2740,134,11,146,45.2,800,597,247,2021
"WK051840","Wijk 40 Wateringse Veld","'s-Gravenhage",7573,22945,303,25,328,40.4,16800,8151,369,2021
"WK051841","Wijk 41 Hoornwijk","'s-Gravenhage",121,430,357,15,372,36.2,300,130,504,2021
"WK051842","Wijk 42 Ypenburg","'s-Gravenhage",5972,27050,453,51,505,43.1,20000,9716,379,2021
"WK051843","Wijk 43 Forepark","'s-Gravenhage",48,140,295,9,304,53.9,100,47,604,2021
"WK051844","Wijk 44 Leidschenveen","'s-Gravenhage",5941,20790,350,26,376,43,15400,7370,390,2021
"WK059901","Rotterdam Centrum","Rotterdam",8862,36600,413,75,488,42.2,29500,20142,319,2021
"WK059903","Delfshaven","Rotterdam",14893,76845,516,81,596,30,60200,35440,222,2021
"WK059904","Overschie","Rotterdam",1297,19375,1494,87,1580,38.5,14400,8792,272,2021
"WK059905","Noord","Rotterdam",10268,52570,512,23,535,35.7,43200,27514,266,2021
"WK059906","Hillegersberg-Schiebroek","Rotterdam",3831,44630,1165,161,1326,45.9,33600,20842,369,2021
"WK059908","Kralingen-Crooswijk","Rotterdam",5213,54375,1043,234,1277,35.9,42100,28273,295,2021
"WK059910","Feijenoord","Rotterdam",11626,76965,662,193,855,29.8,59200,36778,217,2021
"WK059912","IJsselmonde","Rotterdam",5182,61100,1179,130,1309,29.5,46600,28858,188,2021
"WK059913","Pernis","Rotterdam",3096,4890,158,4,162,34.6,4000,2269,212,2021
"WK059914","Prins Alexander","Rotterdam",5493,95465,1738,122,1860,36,76000,46046,264,2021
"WK059915","Charlois","Rotterdam",6210,69495,1119,71,1190,27.5,53000,34299,161,2021
"WK059916","Hoogvliet","Rotterdam",3762,35255,937,99,1036,32.2,27900,16126,210,2021
"WK059917","Hoek van Holland","Rotterdam",729,10405,1428,436,1863,35.2,8600,5789,281,2021
"WK059918","Spaanse Polder","Rotterdam",51,95,184,20,204,NA,100,30,321,2021
"WK059919","Nieuw Mathenesse","Rotterdam",793,975,123,84,207,42,800,866,170,2021
"WK059921","Waalhaven-Eemhaven","Rotterdam",3,30,903,598,1501,NA,0,33,NA,2021
"WK059922","Vondelingenplaat","Rotterdam",NA,0,722,229,951,NA,0,0,NA,2021
"WK059923","Botlek-Europoort-Maasvlakte","Rotterdam",NA,5,6736,4823,11560,NA,0,5,NA,2021
"WK059924","Rotterdam-Noord-West","Rotterdam",NA,0,111,6,116,NA,0,1,NA,2021
"WK059925","Rivium","Rotterdam",NA,0,10,2,12,NA,0,0,NA,2021
"WK059926","Bedrijventerrein Schieveen","Rotterdam",NA,0,152,0,152,NA,0,0,NA,2021
"WK059927","Rozenburg","Rotterdam",2765,12500,452,198,650,34.2,10000,5842,206,2021
"WK001400","Centrum","Groningen",10094,23065,228,13,241,25.7,20000,12928,244,2022
"WK001401","Oud-Zuid","Groningen",5481,20250,369,17,387,30.4,17600,11304,232,2022
"WK001402","Oud-West","Groningen",12481,14035,112,6,118,31.3,12200,7602,257,2022
"WK001403","Oud-Noord","Groningen",10280,18265,178,9,186,27.2,15600,10623,199,2022
"WK001404","Oosterparkwijk","Groningen",8426,12515,149,16,165,30.3,10700,7642,219,2022
"WK001405","Zuidoost","Groningen",339,3195,942,59,1001,45.6,2700,1735,311,2022
"WK001406","Helpman e.o.","Groningen",4518,19605,434,5,439,41.5,15700,10263,283,2022
"WK001407","Zuidwest","Groningen",2825,10710,379,56,435,38.5,8800,6070,269,2022
"WK001408","Hoogkerk e.o.","Groningen",843,12220,1450,108,1558,34.6,9500,4822,271,2022
"WK001409","Nieuw-West","Groningen",2640,18505,701,44,745,31.5,14400,8722,232,2022
"WK001410","Noordwest","Groningen",3754,18615,496,28,524,25.6,15000,10115,200,2022
"WK001411","Noordoost","Groningen",1494,15690,1050,22,1071,32.2,12600,7623,210,2022
"WK001412","Noorddijk e.o.","Groningen",2151,16190,753,54,806,33.2,13000,7508,238,2022
"WK001413","Meerdorpen","Groningen",167,1095,653,42,696,NA,900,444,340,2022
"WK001414","Meerstad e.o.","Groningen",191,3065,1600,176,1776,NA,2100,885,442,2022
"WK001415","Ten Boer e.o.","Groningen",201,5895,2940,30,2969,33.9,4700,2458,246,2022
"WK001416","Ten Post e.o.","Groningen",81,1295,1591,12,1603,NA,1100,674,214,2022
"WK001417","Haren-West e.o.","Groningen",927,13055,1409,336,1744,50.2,9900,5972,417,2022
"WK001418","Haren-Oost e.o.","Groningen",1119,5065,453,8,461,36.7,4000,2198,305,2022
"WK001419","Glimmen-Onnen-Noordlaren","Groningen",98,2600,2665,203,2868,NA,2100,1115,498,2022
"WK034401","Wijk 01 West","Utrecht",3560,28835,810,89,898,44.1,23400,13038,387,2022
"WK034402","Wijk 02 Noordwest","Utrecht",10143,44560,439,14,453,37.7,37100,21204,345,2022
"WK034403","Wijk 03 Overvecht","Utrecht",4225,34560,818,30,848,29.5,26500,17041,250,2022
"WK034404","Wijk 04 Noordoost","Utrecht",8040,39850,496,12,507,47.7,32500,17416,475,2022
"WK034405","Wijk 05 Oost","Utrecht",2977,32030,1076,28,1104,43,26700,14646,472,2022
"WK034406","Wijk 06 Binnenstad","Utrecht",7353,19070,259,11,271,45.4,16800,10404,472,2022
"WK034407","Wijk 07 Zuid","Utrecht",5994,27525,459,14,473,38,22400,13441,328,2022
"WK034408","Wijk 08 Zuidwest","Utrecht",7815,39530,506,49,555,36.6,31900,19032,307,2022
"WK034409","Wijk 09 Leidsche Rijn","Utrecht",4268,44650,1046,79,1126,49.1,32400,17414,447,2022
"WK034410","Wijk 10 Vleuten-De Meern","Utrecht",1469,50960,3468,217,3685,47.1,37800,18815,476,2022
"WK036300","Burgwallen-Oude Zijde","Amsterdam",13030,4550,35,6,40,40.2,4000,2991,479,2022
"WK036301","Burgwallen-Nieuwe Zijde","Amsterdam",7492,4250,57,16,73,44.3,3700,3013,473,2022
"WK036302","Grachtengordel-West","Amsterdam",14572,6525,45,12,57,73.1,5400,4350,805,2022
"WK036303","Grachtengordel-Zuid","Amsterdam",10810,5620,52,12,64,74.4,4700,3548,838,2022
"WK036304","Nieuwmarkt/Lastage","Amsterdam",13835,9760,71,36,107,50.3,8300,6252,506,2022
"WK036305","Haarlemmerbuurt","Amsterdam",16922,9165,54,27,81,48.5,7800,5670,537,2022
"WK036306","Jordaan","Amsterdam",23391,19515,83,11,95,47.4,17000,13280,481,2022
"WK036307","De Weteringschans","Amsterdam",13463,7485,56,9,65,60.5,6300,4717,633,2022
"WK036308","Weesperbuurt/Plantage","Amsterdam",9411,7310,78,14,92,54.2,6000,4331,568,2022
"WK036309","Oostelijke Eilanden/Kadijken","Amsterdam",13990,13815,99,32,130,42.1,11400,7419,451,2022
"WK036310","Westelijk Havengebied","Amsterdam",33,670,2008,891,2899,NA,400,28,NA,2022
"WK036311","Bedrijventerrein Sloterdijk","Amsterdam",152,1095,719,51,770,NA,900,793,201,2022
"WK036312","Houthavens","Amsterdam",10893,4385,40,52,92,81.3,3300,2079,732,2022
"WK036313","Spaarndammer- en Zeeheldenbuurt","Amsterdam",7926,10825,137,4,141,40,8900,6213,390,2022
"WK036314","Staatsliedenbuurt","Amsterdam",27288,12910,47,6,53,43.3,11100,7839,403,2022
"WK036315","Centrale Markt","Amsterdam",4587,2390,52,5,57,NA,2000,1245,461,2022
"WK036316","Frederik Hendrikbuurt","Amsterdam",23191,8305,36,6,42,47.1,7000,5165,419,2022
"WK036317","Da Costabuurt","Amsterdam",21743,4725,22,4,26,50.5,4100,2710,490,2022
"WK036318","Kinkerbuurt","Amsterdam",26349,6645,25,2,27,48,5400,3851,428,2022
"WK036319","Van Lennepbuurt","Amsterdam",27657,6905,25,4,29,41.9,6000,4411,397,2022
"WK036320","Helmersbuurt","Amsterdam",22366,7485,33,1,35,59,6400,4436,544,2022
"WK036321","Overtoomse Sluis","Amsterdam",26264,7825,30,1,31,57.5,6600,4633,500,2022
"WK036322","Vondelbuurt","Amsterdam",8292,1800,22,0,22,NA,1500,962,953,2022
"WK036323","Zuidas","Amsterdam",2019,4285,212,4,217,77.3,3400,2678,519,2022
"WK036324","Oude Pijp","Amsterdam",23122,14640,63,5,68,50.5,12800,9539,469,2022
"WK036325","Nieuwe Pijp","Amsterdam",24240,12450,51,3,54,49.3,10800,7904,440,2022
"WK036326","Zuid Pijp","Amsterdam",22402,7905,35,4,39,35.3,6700,4625,420,2022
"WK036327","Weesperzijde","Amsterdam",16033,5930,37,8,45,59.1,4800,3056,512,2022
"WK036328","Oosterparkbuurt","Amsterdam",14713,10625,72,3,75,42.2,9000,6224,431,2022
"WK036329","Dapperbuurt","Amsterdam",16774,9960,59,2,61,40.6,8100,5528,424,2022
"WK036330","Transvaalbuurt","Amsterdam",24531,9060,37,1,38,37.4,7500,4738,418,2022
"WK036331","Indische Buurt West","Amsterdam",26242,12300,47,1,48,37.7,10200,6705,386,2022
"WK036332","Indische Buurt Oost","Amsterdam",10326,9690,94,36,129,34,8000,5087,392,2022
"WK036333","Oostelijk Havengebied","Amsterdam",12779,19770,155,227,381,54.2,16500,9796,529,2022
"WK036334","Zeeburgereiland/Nieuwe Diep","Amsterdam",2140,5330,249,78,327,43.7,4100,3075,345,2022
"WK036335","IJburg West","Amsterdam",13809,15780,114,14,128,52.7,11800,6297,526,2022
"WK036336","Sloterdijk","Amsterdam",497,595,120,1,121,NA,500,336,478,2022
"WK036337","Landlust","Amsterdam",18365,18765,102,7,109,38.5,15300,9720,362,2022
"WK036338","Erasmuspark","Amsterdam",16029,5810,36,4,41,44.1,5000,3102,372,2022
"WK036339","De Kolenkit","Amsterdam",15880,11440,72,2,74,35.7,8900,6028,338,2022
"WK036340","Geuzenbuurt","Amsterdam",24169,6655,28,2,29,45.7,5600,3707,424,2022
"WK036341","Van Galenbuurt","Amsterdam",28825,8315,29,1,29,36.7,4700,3226,361,2022
"WK036342","Hoofdweg e.o.","Amsterdam",25815,10305,40,2,42,39.4,8700,5803,374,2022
"WK036343","Westindische Buurt","Amsterdam",21164,6740,32,3,35,51.4,5700,3650,454,2022
"WK036344","Hoofddorppleinbuurt","Amsterdam",13952,11850,85,11,96,53.9,10000,6570,465,2022
"WK036345","Schinkelbuurt","Amsterdam",13731,3980,29,6,35,50.9,3500,2435,455,2022
"WK036346","Willemspark","Amsterdam",8699,5560,64,6,70,99.3,4100,2709,1034,2022
"WK036347","Museumkwartier","Amsterdam",9607,12625,131,7,139,94.1,10000,6977,999,2022
"WK036348","Stadionbuurt","Amsterdam",12315,11785,96,12,107,50.8,9800,6579,477,2022
"WK036349","Apollobuurt","Amsterdam",9742,8615,88,6,94,97.7,6200,3919,1156,2022
"WK036350","IJburg Oost","Amsterdam",577,225,39,0,39,NA,200,68,730,2022
"WK036351","IJburg Zuid","Amsterdam",12300,8145,66,7,73,52.8,5600,3097,551,2022
"WK036352","Scheldebuurt","Amsterdam",15085,14915,99,2,101,57.7,12200,7856,576,2022
"WK036353","IJselbuurt","Amsterdam",20669,5300,26,4,29,42.7,4600,3022,436,2022
"WK036354","Rijnbuurt","Amsterdam",9452,9130,97,14,110,45,7900,5348,434,2022
"WK036355","Frankendael","Amsterdam",7768,12270,158,9,167,43,9400,6570,407,2022
"WK036356","Middenmeer","Amsterdam",5444,15470,284,18,302,49.7,12200,8026,499,2022
"WK036357","Betondorp","Amsterdam",2829,3080,109,5,113,32.2,2600,1957,371,2022
"WK036358","Omval/Overamstel","Amsterdam",1905,5420,285,35,320,60.1,4600,4101,NA,2022
"WK036359","Prinses Irenebuurt e.o.","Amsterdam",3666,1400,38,5,43,NA,1000,695,949,2022
"WK036360","Volewijck","Amsterdam",7770,9285,119,12,131,29.6,7400,4878,310,2022
"WK036361","IJplein/Vogelbuurt","Amsterdam",6785,8040,119,27,145,30.9,6500,4200,334,2022
"WK036362","Tuindorp Nieuwendam","Amsterdam",8084,3475,43,4,47,32.9,2900,1840,340,2022
"WK036363","Tuindorp Buiksloot","Amsterdam",11265,1900,17,0,17,NA,1500,909,333,2022
"WK036364","Nieuwendammerdijk/Buiksloterdijk","Amsterdam",4720,1690,36,7,43,NA,1300,636,773,2022
"WK036365","Tuindorp Oostzaan","Amsterdam",7549,11995,159,11,170,33.7,9300,5491,354,2022
"WK036366","Oostzanerwerf","Amsterdam",3498,8835,253,80,332,34.5,7000,3730,361,2022
"WK036367","Kadoelen","Amsterdam",2630,3545,135,15,150,43.9,2700,1348,527,2022
"WK036368","Waterlandpleinbuurt","Amsterdam",9778,13750,141,10,151,31.4,10300,5761,329,2022
"WK036369","Buikslotermeer","Amsterdam",7808,11790,151,4,155,29.9,9400,5721,310,2022
"WK036370","Banne Buiksloot","Amsterdam",8887,14720,166,17,183,30.8,11200,6264,333,2022
"WK036371","Noordelijke IJ-oevers West","Amsterdam",2844,7200,253,152,405,52,5900,4075,393,2022
"WK036372","Noordelijke IJ-oevers Oost","Amsterdam",442,305,68,43,111,NA,200,195,285,2022
"WK036373","Waterland","Amsterdam",97,2395,2468,307,2775,NA,1900,899,798,2022
"WK036374","Elzenhagen","Amsterdam",5324,4270,80,6,86,42,3200,2432,300,2022
"WK036375","Chassébuurt","Amsterdam",24008,6085,25,2,28,41.5,5000,2997,442,2022
"WK036376","Slotermeer-Noordoost","Amsterdam",9596,9245,96,5,102,29.4,7000,4158,283,2022
"WK036377","Slotermeer-Zuidwest","Amsterdam",7755,17425,225,56,281,29.7,13400,8005,278,2022
"WK036378","Geuzenveld","Amsterdam",12507,16490,132,9,141,29.3,11800,6321,323,2022
"WK036379","Eendracht","Amsterdam",1136,2455,216,26,242,NA,1900,934,414,2022
"WK036380","Lutkemeer/Ookmeer","Amsterdam",224,1175,525,43,569,NA,700,309,669,2022
"WK036381","Osdorp-Oost","Amsterdam",11059,17425,158,19,177,32.6,13800,8531,293,2022
"WK036382","Osdorp-Midden","Amsterdam",15030,15515,103,8,112,32.5,11500,6536,307,2022
"WK036383","De Punt","Amsterdam",10348,6185,60,0,60,30.1,4600,2647,265,2022
"WK036384","Middelveldsche Akerpolder","Amsterdam",9483,14320,151,13,164,40.7,11200,5421,446,2022
"WK036385","Slotervaart Noord","Amsterdam",7131,7920,111,44,155,35.2,5900,3446,374,2022
"WK036386","Overtoomse Veld","Amsterdam",9796,14210,145,9,154,36.7,10800,6066,345,2022
"WK036387","Westlandgracht","Amsterdam",8829,12475,141,8,150,44.3,10000,7553,304,2022
"WK036388","Sloter-/Riekerpolder","Amsterdam",3147,14675,466,128,594,43.9,11800,6121,449,2022
"WK036389","Slotervaart Zuid","Amsterdam",8670,10830,125,6,131,32,8300,5071,336,2022
"WK036390","Buitenveldert-West","Amsterdam",4817,13755,286,70,355,54.2,11000,7577,470,2022
"WK036391","Buitenveldert-Oost","Amsterdam",5258,8070,153,17,170,48.1,6200,4557,428,2022
"WK036392","Amstel III/Bullewijk","Amsterdam",520,2600,500,28,527,NA,2300,1244,186,2022
"WK036393","Bijlmer Centrum (D,F,H)","Amsterdam",8017,24430,305,11,316,28.1,19300,12796,214,2022
"WK036394","Bijlmer Oost (E,G,K)","Amsterdam",8084,29890,370,38,408,30.8,23700,13196,283,2022
"WK036395","Nellestein","Amsterdam",1353,2950,218,77,295,NA,2500,1675,264,2022
"WK036396","Holendrecht/Reigersbos","Amsterdam",6907,17930,260,12,271,29.1,14300,8339,269,2022
"WK036397","Gein","Amsterdam",6117,11205,183,9,192,32.2,9100,5149,284,2022
"WK036398","Driemond","Amsterdam",938,1645,175,27,202,NA,1300,680,401,2022
"WK051801","Wijk 01 Oostduinen","'s-Gravenhage",NA,0,312,10,322,NA,0,0,NA,2022
"WK051802","Wijk 02 Belgisch Park","'s-Gravenhage",7804,8280,106,0,106,48.6,6300,4141,457,2022
"WK051803","Wijk 03 Westbroekpark en Duttendel","'s-Gravenhage",1288,2210,172,8,179,NA,1600,1355,650,2022
"WK051804","Wijk 04 Benoordenhout","'s-Gravenhage",5476,14690,268,6,274,71.2,10700,7812,563,2022
"WK051805","Wijk 05 Archipelbuurt","'s-Gravenhage",7151,6220,87,0,87,68.3,4900,3717,591,2022
"WK051806","Wijk 06 Van Stolkpark en Scheveningse Bosjes","'s-Gravenhage",749,815,108,3,111,NA,600,434,854,2022
"WK051807","Wijk 07 Scheveningen","'s-Gravenhage",8082,18630,231,1,232,41.3,14700,10627,341,2022
"WK051808","Wijk 08 Duindorp","'s-Gravenhage",6353,5795,91,0,91,33.3,4600,2839,285,2022
"WK051809","Wijk 09 Geuzen- en Statenkwartier","'s-Gravenhage",11144,14835,133,2,135,58.5,10900,7482,517,2022
"WK051810","Wijk 10 Zorgvliet","'s-Gravenhage",801,690,86,1,88,NA,500,415,813,2022
"WK051811","Wijk 11 Duinoord","'s-Gravenhage",13366,8705,65,3,68,57.5,6800,4673,456,2022
"WK051812","Wijk 12 Bomen- en Bloemenbuurt","'s-Gravenhage",10544,14855,141,2,142,43.4,11900,7757,356,2022
"WK051813","Wijk 13 Vogelwijk","'s-Gravenhage",2031,5440,268,0,268,66.8,4000,2119,778,2022
"WK051814","Wijk 14 Bohemen en Meer en Bos","'s-Gravenhage",3927,4870,124,3,127,43.2,4100,3113,325,2022
"WK051815","Wijk 15 Kijkduin en Ockenburgh","'s-Gravenhage",634,2990,472,10,482,NA,2400,1515,547,2022
"WK051816","Wijk 16 Kraayenstein en Vroondaal","'s-Gravenhage",2651,8010,302,34,336,51,5700,3329,433,2022
"WK051817","Wijk 17 Loosduinen","'s-Gravenhage",6638,17940,270,4,274,33.8,14200,8799,264,2022
"WK051818","Wijk 18 Waldeck","'s-Gravenhage",9689,17585,181,4,185,33.9,14200,10068,255,2022
"WK051819","Wijk 19 Vruchtenbuurt","'s-Gravenhage",9501,9840,104,0,104,45,7700,4580,378,2022
"WK051820","Wijk 20 Valkenboskwartier","'s-Gravenhage",17259,18320,106,1,107,36.2,14600,9720,261,2022
"WK051821","Wijk 21 Regentessekwartier","'s-Gravenhage",15313,14010,91,3,94,40.2,11200,7580,290,2022
"WK051822","Wijk 22 Zeeheldenkwartier","'s-Gravenhage",15549,12620,81,0,81,43.6,9500,6723,343,2022
"WK051823","Wijk 23 Willemspark","'s-Gravenhage",4907,1630,33,1,35,NA,1300,1184,495,2022
"WK051824","Wijk 24 Haagse Bos","'s-Gravenhage",396,460,117,11,128,NA,400,425,244,2022
"WK051825","Wijk 25 Mariahoeve en Marlot","'s-Gravenhage",5053,15370,304,5,309,37.4,12000,8895,248,2022
"WK051826","Wijk 26 Bezuidenhout","'s-Gravenhage",9456,18220,193,0,193,47.6,14400,10079,330,2022
"WK051827","Wijk 27 Stationsbuurt","'s-Gravenhage",13796,12520,91,3,94,30.5,9800,7178,218,2022
"WK051828","Wijk 28 Centrum","'s-Gravenhage",10515,20825,198,7,205,39.4,17000,13163,306,2022
"WK051829","Wijk 29 Schildersbuurt","'s-Gravenhage",21194,30870,146,1,146,24.1,23100,12729,213,2022
"WK051830","Wijk 30 Transvaalkwartier","'s-Gravenhage",19837,16250,82,0,82,25.8,11700,6177,211,2022
"WK051831","Wijk 31 Rustenburg en Oostbroek","'s-Gravenhage",20150,18905,94,1,95,29.9,14600,8493,208,2022
"WK051832","Wijk 32 Leyenburg","'s-Gravenhage",12643,16300,129,6,135,33.7,13200,8366,223,2022
"WK051833","Wijk 33 Bouwlust en Vrederust","'s-Gravenhage",6972,28985,416,13,428,28.1,21600,12831,213,2022
"WK051834","Wijk 34 Morgenstond","'s-Gravenhage",12170,20465,168,1,169,29.8,15600,10006,196,2022
"WK051835","Wijk 35 Zuiderpark","'s-Gravenhage",169,165,98,10,108,NA,200,101,160,2022
"WK051836","Wijk 36 Moerwijk","'s-Gravenhage",11631,20755,178,2,180,26.5,15400,10450,183,2022
"WK051837","Wijk 37 Groente- en Fruitmarkt","'s-Gravenhage",11639,5200,45,5,50,27,3800,1710,251,2022
"WK051838","Wijk 38 Laakkwartier en Spoorwijk","'s-Gravenhage",16488,44265,268,12,281,27.9,34200,20758,201,2022
"WK051839","Wijk 39 Binckhorst","'s-Gravenhage",2256,3015,134,12,146,NA,800,645,287,2022
"WK051840","Wijk 40 Wateringse Veld","'s-Gravenhage",7693,23280,303,25,328,42.4,17200,8199,400,2022
"WK051841","Wijk 41 Hoornwijk","'s-Gravenhage",194,690,355,17,372,NA,500,324,356,2022
"WK051842","Wijk 42 Ypenburg","'s-Gravenhage",5946,26785,450,54,505,44.6,20100,9717,416,2022
"WK051843","Wijk 43 Forepark","'s-Gravenhage",48,140,295,9,304,NA,100,47,639,2022
"WK051844","Wijk 44 Leidschenveen","'s-Gravenhage",5936,20665,348,28,376,45.2,15500,7379,425,2022
"WK059901","Rotterdam Centrum","Rotterdam",9365,38710,413,75,488,44.6,31400,20513,352,2022
"WK059903","Delfshaven","Rotterdam",14861,76605,515,81,596,31.9,60600,35703,254,2022
